,num_parent_commits,merged_from_pull,lines_added,lines_deleted,lines_total,files_total,num_unique_file_formats,combined
3294,1,True,75,7,82,3,1,pass
3295,1,True,42,17,59,3,1,pass
3296,1,True,3,3,6,1,1,pass
3297,1,True,3,1,4,1,1,pass
3298,2,True,24,4,28,4,3,pass
3299,1,True,23,3,26,3,3,pass
3301,1,True,30,16,46,2,1,pass
3302,1,True,6,6,12,2,2,fail
3305,1,True,5,1,6,1,1,pass
3306,1,True,4,0,4,1,1,pass
3307,1,True,5,15,20,2,2,pass
3310,1,True,49,13,62,3,1,fail
3311,1,True,3,4,7,1,1,pass
3312,1,True,28,12,40,1,1,fail
3313,1,True,12,0,12,1,1,pass
3316,1,True,92,25,117,3,1,pass
3317,1,True,79,281,360,20,2,pass
3318,2,True,84,134,218,8,1,pass
3319,1,True,53,133,186,7,1,pass
3322,1,True,10,1,11,2,1,pass
3323,1,True,7,5,12,1,1,pass
3324,1,True,1,1,2,1,1,pass
3325,1,True,56,2,58,6,2,pass
3326,1,True,1,1,2,1,1,pass
3327,2,True,20,3,23,3,3,pass
3328,1,True,20,3,23,3,3,fail
3329,1,True,571,774,1345,22,1,pass
3330,1,True,33,0,33,1,1,pass
3332,1,True,175,70,245,16,5,pass
3333,1,True,26,26,52,1,1,pass
3335,1,True,6,0,6,1,1,fail
3336,1,True,194,4,198,2,1,pass
3337,2,True,1,1,2,1,1,pass
3338,1,True,1,0,1,1,1,fail
3340,1,True,64,19,83,2,1,pass
3341,1,True,35,19,54,5,2,pass
3342,1,True,3,1,4,1,1,pass
3343,1,True,1,1,2,1,1,pass
3344,2,True,9,2,11,3,3,pass
3345,1,True,9,2,11,3,3,pass
3346,1,True,8,8,16,2,2,pass
3347,1,True,8,5,13,1,1,pass
3348,1,True,3,1,4,1,1,pass
3349,2,True,73,69,142,5,4,pass
3350,1,True,0,4,4,1,1,pass
3351,1,True,9,8,17,1,1,fail
3352,1,True,3,1,4,1,1,fail
3353,2,True,243,217,460,4,4,fail
3354,1,True,15,2,17,1,1,fail
3355,1,True,39,53,92,2,2,fail
3358,1,True,23,3,26,3,3,fail
3360,2,True,1835,1085,2920,59,4,pass
3361,1,True,1835,1085,2920,59,4,pass
3362,1,True,7,4,11,1,1,fail
3363,1,True,217,92,309,2,1,pass
3364,1,True,6,2,8,2,1,fail
3365,1,True,1,1,2,1,1,pass
3366,1,True,20,11,31,1,1,pass
3367,1,True,4,4,8,2,1,pass
3368,1,True,1,0,1,1,1,pass
3369,1,True,1,1,2,1,1,pass
3370,1,True,109,18,127,3,1,fail
3371,1,True,22,2,24,2,1,pass
3372,1,True,29,20,49,4,1,pass
3373,1,True,220,14,234,8,4,fail
3374,1,True,1,1,2,1,1,pass
3375,1,True,10,0,10,1,1,pass
3376,1,True,81,63,144,2,1,pass
3377,1,True,460,740,1200,26,6,pass
3378,1,True,4,0,4,1,1,pass
3379,1,True,8,0,8,1,1,pass
3381,1,True,49,0,49,1,1,pass
3382,1,True,42,3,45,2,1,pass
3383,1,True,7,2,9,2,1,pass
3384,1,True,62,45,107,1,1,pass
3385,1,True,0,4,4,1,1,pass
3386,1,True,1,1,2,1,1,pass
3388,1,True,1,0,1,1,1,fail
3390,2,True,11,7,18,2,2,pass
3391,1,True,1,1,2,1,1,pass
3392,1,True,11,7,18,2,2,pass
3393,1,True,1,1,2,1,1,pass
3395,2,True,233,57,290,10,4,pass
3396,1,True,16,4,20,2,1,pass
3397,1,True,3,3,6,3,2,pass
3400,1,True,7,5,12,2,1,pass
3401,1,True,5,5,10,5,1,pass
3402,1,True,10,8,18,3,1,fail
3403,1,True,0,3,3,1,1,fail
3404,1,True,4,0,4,1,1,pass
3405,2,True,16,4,20,3,3,pass
3406,1,True,16,4,20,3,3,fail
3407,1,True,68,4,72,6,3,pass
3408,1,True,29,1,30,2,1,fail
3409,2,True,96,77,173,4,4,fail
3410,1,True,22,3,25,3,3,fail
3412,2,True,61,62,123,11,4,pass
3413,1,True,5,3,8,4,2,pass
3414,1,True,42,4,46,5,4,pass
3416,1,True,56,59,115,7,3,fail
3417,1,True,40,37,77,29,2,fail
3418,1,True,1,1,2,1,1,fail
3419,1,True,20,0,20,2,1,fail
3420,1,True,19,4,23,5,1,pass
3421,1,True,39,1,40,2,1,pass
3422,2,True,8449,18424,26873,300,23,fail
3423,1,True,1,2,3,1,1,pass
3424,2,True,8451,18425,26876,300,23,fail
3425,2,True,164,65,229,14,3,fail
3426,1,True,10,2,12,2,1,fail
3428,2,True,233,167,400,8,8,pass
3429,1,True,19,3,22,3,3,pass
3432,1,True,119,3,122,30,2,pass
3433,1,True,48,4,52,2,1,pass
3434,1,True,1,1,2,1,1,pass
3435,1,True,1,1,2,1,1,pass
3436,1,True,25,2,27,1,1,fail
3437,2,True,140,64,204,13,3,fail
3438,1,True,28,71,99,4,3,pass
3439,1,True,3,3,6,1,1,pass
3440,1,True,2,0,2,1,1,pass
3441,1,True,4,0,4,1,1,pass
3442,2,True,77,56,133,7,7,fail
3443,1,True,17,3,20,3,3,fail
3447,1,True,4999,956,5955,45,7,pass
3448,1,True,73,28,101,6,1,pass
3449,1,True,41,1,42,2,1,pass
3450,1,True,189,21,210,8,5,pass
3451,1,True,33,5,38,1,1,pass
3453,1,True,2,2,4,1,1,pass
3454,1,True,1,1,2,1,1,fail
3455,2,True,147,169,316,6,6,pass
3456,1,True,26,3,29,3,3,fail
3458,1,True,114,160,274,2,2,fail
3459,2,True,25,0,25,2,1,pass
3460,1,True,13,6,19,2,1,pass
3461,2,True,53,11,64,3,2,pass
3462,1,True,8,1,9,1,1,pass
3463,2,True,65,1,66,2,1,pass
3464,1,True,65,1,66,2,1,pass
3465,2,True,13,6,19,2,1,pass
3466,1,True,2,2,4,2,1,pass
3467,1,True,1,1,2,1,1,pass
3468,1,True,4,0,4,1,1,pass
3469,1,True,196,7,203,16,3,pass
3470,2,True,110,50,160,3,1,pass
3471,1,True,12,5,17,1,1,pass
3472,2,True,1,1,2,1,1,pass
3473,1,True,53,11,64,3,2,pass
3474,2,True,1,1,2,1,1,pass
3475,1,True,1,1,2,1,1,pass
3476,2,True,1,1,2,1,1,pass
3477,1,True,1,1,2,1,1,pass
3478,1,True,6,1,7,2,1,pass
3479,1,True,52,4,56,2,2,pass
3480,2,True,5,50,55,3,3,pass
3481,1,True,1,2,3,1,1,pass
3482,1,True,4,48,52,2,2,fail
3483,2,True,1,1,2,1,1,fail
3484,1,True,1,1,2,1,1,pass
3485,1,True,48,4,52,2,2,fail
3486,2,True,1509,309,1818,97,14,pass
3487,1,True,32,32,64,2,2,pass
3488,2,True,47,13,60,5,2,fail
3489,2,True,12,3,15,3,3,pass
3490,1,True,12,3,15,3,3,pass
3491,1,True,64,3,67,4,1,pass
3492,2,True,20,1,21,2,1,pass
3493,2,True,12,12,24,1,1,pass
3494,1,True,20,1,21,2,1,pass
3495,1,True,12,12,24,1,1,pass
3496,2,True,6,0,6,1,1,pass
3497,1,True,6,0,6,1,1,pass
3498,2,True,9,0,9,1,1,fail
3499,2,True,12,3,15,3,3,pass
3500,1,True,12,3,15,3,3,pass
3501,1,True,5,4,9,3,1,pass
3502,2,True,1423,266,1689,95,14,pass
3503,2,True,11,3,14,3,3,pass
3504,1,True,11,3,14,3,3,pass
3505,1,True,2,1,3,1,1,pass
3506,2,True,25,3,28,3,3,pass
3507,1,True,25,3,28,3,3,pass
3508,1,True,273,170,443,2,2,pass
3509,1,True,10,0,10,2,1,pass
3510,1,True,214,24,238,5,3,pass
3511,1,True,353,41,394,16,3,pass
3512,1,True,12,12,24,1,1,pass
3513,1,True,3,3,6,1,1,pass
3514,1,True,28,0,28,1,1,pass
3515,2,True,3,4,7,1,1,pass
3516,1,True,3,4,7,1,1,pass
3517,2,True,10,0,10,2,1,pass
3518,2,True,8,9,17,1,1,pass
3519,1,True,8,9,17,1,1,pass
3520,2,True,1,1,2,1,1,pass
3521,2,True,16,1,17,1,1,pass
3522,2,True,16,27,43,1,1,pass
3523,1,True,1,0,1,1,1,pass
3524,1,True,1,1,2,1,1,pass
3525,1,True,101,32,133,8,4,pass
3526,1,True,1,1,2,1,1,pass
3527,1,True,10,0,10,2,1,pass
3528,1,True,1,1,2,1,1,pass
3529,1,True,48,4,52,2,2,fail
3531,1,True,2,3,5,1,1,pass
3532,1,True,27,7,34,4,1,pass
3533,1,True,0,9,9,1,1,pass
3534,2,True,1,1,2,1,1,pass
3535,1,True,1,1,2,1,1,pass
3536,1,True,16,27,43,1,1,pass
3537,1,True,129,2,131,6,2,pass
3538,1,True,286,232,518,21,3,pass
3539,1,True,341,64,405,10,3,pass
3542,1,True,89,3,92,3,1,pass
3543,1,True,3,5,8,1,1,pass
3550,1,True,0,2,2,1,1,pass
3552,1,True,148,5,153,21,4,pass
3553,1,True,104,11,115,3,1,pass
3554,1,True,2,2,4,2,1,pass
3555,1,True,101,55,156,4,3,pass
3556,1,True,26,8,34,2,1,fail
3559,1,True,72,36,108,1,1,fail
3560,1,True,110,50,160,3,1,pass
3561,1,True,38,1,39,2,1,pass
3562,1,True,24,0,24,3,2,pass
3563,1,True,69,16,85,4,3,fail
3564,1,True,2,2,4,1,1,pass
3565,1,True,2,2,4,2,1,pass
3566,1,True,34,4,38,4,2,pass
3567,1,True,1,5,6,1,1,pass
3568,1,True,9,7,16,4,1,pass
3569,1,True,44,101,145,1,1,pass
3570,1,True,44,101,145,1,1,pass
3571,1,True,84,52,136,3,1,fail
3572,1,True,234,119,353,1,1,pass
3576,1,True,5,0,5,1,1,fail
3577,1,True,12,1,13,1,1,pass
3578,1,True,1,1,2,1,1,pass
3579,1,True,1,1,2,1,1,pass
3580,1,True,10,2,12,2,1,pass
3581,1,True,125,9,134,26,5,pass
3582,1,True,1,1,2,1,1,fail
3583,1,True,19,4,23,3,2,pass
3584,1,True,20,1,21,2,1,pass
3585,1,True,6,1,7,1,1,pass
3586,1,True,11,3,14,3,2,pass
3587,1,True,2,2,4,1,1,pass
3588,1,True,1,1,2,1,1,pass
3589,1,True,4,0,4,1,1,pass
3590,2,True,8,6,14,3,3,pass
3591,1,True,4,0,4,1,1,pass
3593,1,True,15,3,18,3,3,fail
3594,1,True,58,25,83,6,2,pass
3595,1,True,142,89,231,1,1,pass
3596,1,True,5,1,6,1,1,pass
3597,1,True,120,36,156,14,3,pass
3598,1,True,1,1,2,1,1,pass
3599,1,True,273,15536,15809,279,17,pass
3600,1,True,2,2,4,2,1,pass
3601,1,True,7,0,7,1,1,pass
3602,2,True,15,0,15,2,2,pass
3603,1,True,15,0,15,2,2,pass
3604,1,True,822,211,1033,37,9,pass
3605,1,True,19,197,216,14,3,pass
3606,1,True,197,19,216,14,3,pass
3607,2,True,1,1,2,1,1,pass
3608,1,True,1,1,2,1,1,pass
3609,1,True,106,10,116,8,2,pass
3610,1,True,2,2,4,1,1,pass
3611,2,True,1,1,2,1,1,pass
3612,2,True,3,3,6,1,1,pass
3613,1,True,3,3,6,1,1,pass
3614,1,True,1,1,2,1,1,pass
3615,1,True,12,3,15,3,3,pass
3616,1,True,11,7,18,2,2,pass
3617,2,True,1,1,2,1,1,pass
3618,1,True,1,1,2,1,1,pass
3619,1,True,5,6,11,2,2,pass
3620,1,True,36,15,51,4,4,fail
3621,1,True,5,5,10,2,2,pass
3622,1,True,289,120,409,2,2,pass
3623,1,True,32,17,49,3,1,pass
3624,1,True,15,2,17,2,1,pass
3625,1,True,22,15,37,2,1,pass
3626,1,True,50,1,51,7,3,pass
3627,1,True,28,1,29,2,1,pass
3628,1,True,19,10,29,1,1,pass
3629,1,True,246,1,247,3,2,pass
3630,1,True,8,8,16,2,1,pass
3631,1,True,4,4,8,2,1,pass
3632,1,True,26,0,26,2,2,pass
3633,1,True,22,6,28,2,1,pass
3634,1,True,1,1,2,1,1,pass
3635,1,True,3,1,4,1,1,pass
3636,1,True,477,172,649,22,5,pass
3637,1,True,1,0,1,1,1,pass
3638,1,True,21,11,32,5,2,pass
3639,2,True,1,2,3,1,1,fail
3640,1,True,1,2,3,1,1,pass
3641,2,True,1,1,2,1,1,pass
3642,1,True,1,1,2,1,1,pass
3643,2,True,18,2,20,2,1,pass
3644,1,True,18,2,20,2,1,pass
3645,1,True,17,3,20,3,3,pass
3646,1,True,105,85,190,1,1,pass
3647,1,True,1,9,10,1,1,pass
3648,1,True,89,6,95,4,1,pass
3649,1,True,24,5,29,2,1,pass
3650,1,True,11,1,12,1,1,pass
3651,1,True,8,0,8,1,1,pass
3652,1,True,10,0,10,2,1,pass
3653,1,True,13,1,14,2,1,pass
3654,1,True,239,32,271,2,1,pass
3655,1,True,16,3,19,1,1,pass
3656,1,True,3,3,6,1,1,pass
3657,1,True,18,13,31,1,1,pass
3658,1,True,10,9,19,2,1,pass
3659,2,True,1,1,2,1,1,pass
3660,1,True,1,1,2,1,1,pass
3662,1,True,16,3,19,1,1,pass
3663,2,True,4425,1949,6374,160,14,pass
3664,2,True,12,48,60,7,3,pass
3665,1,True,11,3,14,3,3,pass
3666,1,True,1,45,46,4,1,pass
3667,2,True,4462,1950,6412,164,14,pass
3668,1,True,24,3,27,3,3,pass
3669,1,True,166,86,252,2,2,pass
3670,1,True,337,20,357,9,2,pass
3671,1,True,45,1,46,4,1,pass
3672,1,True,10,0,10,1,1,pass
3673,1,True,3,3,6,2,1,pass
3674,2,True,1,1,2,1,1,pass
3675,1,True,1,1,2,1,1,pass
3676,1,True,67,11,78,12,2,pass
3677,1,True,1,2,3,1,1,pass
3678,1,True,5,3,8,2,1,pass
3679,1,True,18,2,20,3,1,pass
3680,1,True,130,60,190,5,1,pass
3681,1,True,1,1,2,1,1,pass
3682,2,True,11,3,14,1,1,pass
3683,1,True,11,3,14,1,1,pass
3684,1,True,1,1,2,1,1,pass
3685,1,True,25,5,30,2,1,pass
3686,1,True,420,221,641,10,1,pass
3687,1,True,7,5,12,1,1,pass
3688,1,True,22,13,35,2,1,pass
3689,1,True,6,1,7,5,3,pass
3690,1,True,93,101,194,6,3,pass
3691,1,True,1,1,2,1,1,pass
3692,1,True,27,4,31,3,1,pass
3693,1,True,47,2,49,4,1,pass
3694,2,True,1,1,2,1,1,pass
3695,1,True,1,1,2,1,1,pass
3696,2,True,7,6,13,2,1,pass
3697,2,True,1,1,2,1,1,pass
3698,1,True,1,1,2,1,1,pass
3699,2,True,1,1,2,1,1,pass
3700,1,True,1,1,2,1,1,pass
3701,1,True,43,3,46,2,1,pass
3702,1,True,1,1,2,1,1,pass
3703,1,True,6,5,11,4,3,pass
3704,1,True,23,15,38,1,1,pass
3705,1,True,1,0,1,1,1,pass
3706,1,True,163,951,1114,12,4,pass
3707,1,True,13,5,18,2,1,pass
3708,1,True,225,229,454,55,7,pass
3709,1,True,37,1,38,2,1,pass
3710,1,True,22,10,32,7,2,pass
3711,1,True,6,2,8,3,3,pass
3712,1,True,60,47,107,2,2,pass
3713,1,True,49,1,50,2,1,pass
3714,1,True,8,0,8,1,1,pass
3715,1,True,32,0,32,2,1,pass
3716,1,True,53,0,53,2,1,pass
3717,1,True,20,9,29,2,1,pass
3718,2,True,4,2,6,1,1,pass
3719,2,True,5,0,5,1,1,pass
3720,2,True,2,3,5,1,1,pass
3721,1,True,2,3,5,1,1,pass
3722,1,True,2,2,4,2,2,pass
3723,1,True,38,3,41,2,1,pass
3724,1,True,5,3,8,3,3,pass
3725,1,True,3,1,4,1,1,pass
3726,1,True,1,3,4,1,1,pass
3727,1,True,39,5,44,4,1,pass
3728,1,True,3,1,4,1,1,pass
3729,1,True,17,19,36,4,2,pass
3730,1,True,8,5,13,2,1,fail
3731,1,True,84,5,89,2,1,pass
3732,2,True,6,0,6,2,1,pass
3733,1,True,6,6,12,1,1,pass
3734,1,True,12,6,18,1,1,fail
3735,1,True,6,0,6,1,1,fail
3736,1,True,4,1,5,1,1,fail
3737,1,True,41,26,67,1,1,fail
3738,1,True,1,1,2,1,1,fail
3739,1,True,0,6,6,1,1,fail
3740,1,True,21,13,34,3,1,fail
3741,1,True,6,3,9,3,3,fail
3743,1,True,47,3,50,2,1,pass
3744,1,True,36,16,52,4,1,pass
3745,1,True,241,1,242,3,3,pass
3746,1,True,3,3,6,3,2,pass
3747,1,True,1,1,2,1,1,pass
3748,1,True,2,2,4,2,1,pass
3749,1,True,36,1,37,2,1,pass
3750,1,True,434,65,499,32,7,pass
3751,2,True,1,1,2,1,1,pass
3752,1,True,76,0,76,1,1,pass
3753,1,True,8,8,16,1,1,pass
3754,1,True,2,2,4,1,1,pass
3755,1,True,6,2,8,3,3,pass
3756,1,True,33,6,39,1,1,pass
3758,1,True,16,16,32,2,1,pass
3759,1,True,11,3,14,4,3,pass
3760,1,True,34,0,34,2,1,pass
3761,1,True,0,0,0,0,0,pass
3762,1,True,2,0,2,1,1,pass
3763,1,True,5,0,5,1,1,pass
3764,1,True,18,0,18,1,1,pass
3765,1,True,26,1,27,2,1,pass
3766,1,True,36,4,40,2,1,pass
3767,1,True,9,10,19,4,1,pass
3768,1,True,3,3,6,1,1,pass
3769,1,True,5,5,10,4,2,pass
3770,1,True,136,3,139,2,1,pass
3771,1,True,6,2,8,3,3,pass
3772,1,True,54,52,106,1,1,pass
3773,1,True,6,1,7,2,1,pass
3774,1,True,56,24,80,3,1,pass
3775,1,True,0,1,1,1,1,pass
3776,1,True,1145,70,1215,18,7,pass
3777,2,True,1,0,1,1,1,pass
3778,1,True,6,0,6,2,1,pass
3779,1,False,1,0,1,1,1,pass
3780,1,True,2,2,4,1,1,pass
3781,1,True,0,1,1,1,1,fail
3782,1,True,2,1,3,1,1,fail
3783,1,True,9,5,14,5,1,fail
3784,2,True,6664,356,7020,137,8,fail
3785,1,True,3320,3185,6505,133,8,pass
3786,1,False,0,6,6,1,1,pass
3787,1,True,6212,33,6245,7,2,pass
3788,1,False,1,0,1,1,1,pass
3791,1,True,1,0,1,1,1,pass
3792,1,True,44,7,51,9,3,fail
3794,2,True,1940,599,2539,105,12,pass
3795,1,False,3,3,6,2,1,pass
3796,1,False,1,1,2,1,1,pass
3797,1,False,102,0,102,1,1,fail
3799,1,True,1,1,2,1,1,pass
3800,1,False,8,2,10,3,3,pass
3801,1,False,74,78,152,1,1,pass
3802,1,False,2,1,3,2,2,pass
3803,1,False,11,6,17,2,1,pass
3804,1,False,43,46,89,12,1,pass
3805,1,False,1,1,2,1,1,pass
3806,1,False,0,48,48,3,1,fail
3807,1,False,12,14,26,3,3,pass
3808,1,False,12,5,17,3,1,pass
3809,1,False,27,4,31,2,1,pass
3810,1,False,4,2,6,1,1,pass
3811,1,False,1,2,3,1,1,pass
3812,1,False,4,4,8,1,1,pass
3813,1,False,2,2,4,2,1,fail
3814,1,True,4,2,6,1,1,pass
3816,1,True,313,29,342,15,3,pass
3817,1,True,126,6,132,14,5,pass
3818,1,True,0,2,2,1,1,pass
3819,1,True,32,3,35,2,1,pass
3820,1,True,2,2,4,2,1,pass
3821,1,True,9,3,12,1,1,pass
3822,1,False,1,1,2,1,1,pass
3823,1,True,370,164,534,20,1,pass
3824,1,True,30,10,40,4,1,pass
3825,1,True,43,0,43,2,1,pass
3826,1,True,3,1,4,1,1,pass
3827,1,False,1,5,6,1,1,pass
3828,1,False,513,89,602,1,1,pass
3830,1,True,3,3,6,1,1,pass
3831,1,False,10,3,13,3,3,pass
3832,1,True,153,84,237,39,4,pass
3833,1,True,79,5,84,9,5,pass
3834,1,True,36,3,39,2,1,pass
3835,1,True,3,1,4,1,1,pass
3836,1,False,2,2,4,1,1,pass
3837,1,False,29,27,56,2,2,pass
3838,1,True,9,9,18,1,1,pass
3839,1,True,50,3,53,5,2,pass
3840,1,True,8,1,9,3,2,pass
3841,1,True,126,39,165,5,1,pass
3842,1,False,50,0,50,3,2,pass
3843,1,True,1,1,2,1,1,pass
3844,1,True,9,7,16,4,4,pass
3845,1,True,17,4,21,2,1,pass
3846,1,True,13,6,19,2,1,pass
3847,1,False,6,4,10,2,1,pass
3848,1,False,4,4,8,2,2,pass
3849,1,False,17,56,73,1,1,pass
3850,1,False,9,9,18,1,1,pass
3851,2,False,223,79,302,31,3,pass
3852,1,True,78,2,80,4,3,pass
3853,1,True,1,1,2,1,1,pass
3855,1,True,39,4,43,2,1,pass
3856,1,True,26,5,31,4,1,pass
3857,1,True,47,44,91,14,1,pass
3858,1,True,6,3,9,3,1,pass
3859,1,True,32,26,58,5,1,fail
3860,1,True,34,10,44,3,1,pass
3861,1,False,69,40,109,1,1,pass
3862,1,True,695,483,1178,27,1,pass
3863,1,True,3,3,6,3,1,pass
3864,1,False,12,0,12,1,1,pass
3865,1,True,1,1,2,1,1,pass
3866,1,True,104,3,107,3,2,pass
3867,2,False,101,68,169,5,3,pass
3868,1,False,2,2,4,1,1,pass
3871,1,False,68,101,169,5,3,pass
3872,1,True,16,24,40,1,1,pass
3873,1,True,11,0,11,1,1,pass
3874,1,True,35,1,36,4,3,pass
3875,1,True,16,0,16,2,1,pass
3876,1,True,36,0,36,2,1,pass
3877,1,False,1,0,1,1,1,pass
3878,2,False,130,78,208,15,5,fail
3879,1,True,101,68,169,5,3,pass
3880,1,True,2,2,4,1,1,pass
3881,1,True,4,4,8,3,1,pass
3882,1,True,20,4,24,2,1,pass
3883,1,True,2,1,3,1,1,pass
3884,2,True,2,3,5,1,1,pass
3885,1,True,2,3,5,1,1,pass
3886,2,True,20,2,22,4,2,pass
3887,1,True,2,13,15,3,3,pass
3888,1,True,6,7,13,2,1,pass
3891,2,True,1,1,2,1,1,pass
3892,2,True,1,1,2,1,1,pass
3893,1,True,1,1,2,1,1,pass
3894,1,False,9,3,12,3,3,pass
3895,1,False,11,3,14,1,1,pass
3896,1,False,19,0,19,3,1,fail
3897,1,False,37,1,38,2,1,pass
3898,1,False,3,3,6,2,1,pass
3899,1,True,1,1,2,1,1,pass
3900,1,True,165,3,168,5,2,pass
3901,1,False,35,33,68,2,2,pass
3902,1,False,1,1,2,1,1,fail
3903,1,False,1,1,2,1,1,fail
3904,1,False,5,6,11,3,1,pass
3905,1,False,82,22,104,9,2,pass
3906,1,False,0,12,12,2,1,pass
3907,1,False,0,7,7,1,1,pass
3908,1,True,402,62,464,5,2,pass
3909,1,True,1,1,2,1,1,pass
3910,1,True,81,13,94,6,2,pass
3911,1,True,123,22,145,6,2,pass
3912,1,True,707,394,1101,30,5,pass
3913,1,True,660,172,832,20,5,pass
3914,1,False,37,1,38,2,1,pass
3915,1,False,13,0,13,1,1,pass
3916,1,True,1,0,1,1,1,pass
3917,1,False,25,3,28,2,2,pass
3919,1,False,152,5,157,1,1,pass
3921,1,False,61,32,93,3,1,pass
3922,1,False,1,0,1,1,1,fail
3924,2,False,149,55,204,26,4,fail
3925,1,True,891,144,1035,8,2,pass
3926,1,False,33,10,43,2,1,fail
3927,1,False,17,13,30,2,1,fail
3928,1,False,1,1,2,1,1,pass
3929,1,False,5,4,9,3,3,pass
3930,1,False,53,47,100,1,1,pass
3932,1,False,2,2,4,1,1,fail
3935,1,False,23,24,47,2,2,fail
3936,1,True,1,1,2,1,1,pass
3937,1,True,74,14,88,5,3,pass
3938,1,True,4,1,5,1,1,pass
3939,1,True,47,33,80,17,1,pass
3940,1,True,56,27,83,14,2,pass
3941,1,True,36,15,51,3,2,pass
3942,1,True,66,2,68,10,4,pass
3943,1,True,390,22,412,6,4,pass
3944,1,True,38,3,41,2,1,pass
3945,1,True,1,1,2,1,1,pass
3946,2,False,1,1,2,1,1,pass
3947,1,True,1,1,2,1,1,pass
3948,1,False,2,2,4,2,2,pass
3950,1,False,23,19,42,1,1,pass
3952,1,False,1,1,2,1,1,pass
3953,1,True,69,20,89,10,4,fail
3954,1,False,18,1,19,3,2,pass
3955,1,True,41,0,41,8,4,pass
3956,1,False,63,21,84,5,2,pass
3957,1,True,136,104,240,14,4,pass
3958,1,False,5,2,7,3,3,pass
3959,1,False,4,4,8,1,1,pass
3960,1,False,8,8,16,1,1,pass
3961,1,True,997,51,1048,34,8,pass
3962,1,False,4,4,8,1,1,pass
3963,1,False,80,35,115,1,1,fail
3965,1,False,5,4,9,3,3,pass
3966,1,False,57,106,163,1,1,pass
3967,1,False,150,65,215,2,2,fail
3968,1,False,3,0,3,1,1,pass
3969,1,False,17,2,19,4,3,pass
3970,1,True,12,1,13,2,1,pass
3971,1,True,7,0,7,2,1,pass
3972,1,True,3,3,6,1,1,pass
3973,1,True,1,1,2,1,1,pass
3974,1,False,4,2,6,2,1,pass
3975,1,False,339,217,556,34,3,pass
3977,1,False,19,15,34,2,2,pass
3979,2,False,388,59,447,20,6,pass
3980,1,False,5,4,9,3,3,pass
3981,1,False,12,23,35,1,1,pass
3982,1,False,83,1,84,8,4,fail
3983,1,False,8,1,9,2,2,pass
3984,1,True,26,1,27,2,1,pass
3985,1,True,1,1,2,1,1,pass
3986,1,False,5,4,9,3,3,pass
3987,1,False,8,85,93,3,2,pass
3988,1,False,5,4,9,3,3,pass
3989,1,False,309,22,331,9,3,pass
3990,1,False,2,2,4,2,1,fail
3991,1,False,13,2,15,4,2,fail
3992,1,True,5,0,5,1,1,pass
3994,2,False,958,339,1297,49,11,pass
3995,1,True,1,1,2,1,1,pass
3996,1,False,1,1,2,1,1,pass
3998,1,False,22,3,25,3,3,pass
3999,1,True,7,7,14,1,1,pass
4000,1,False,0,1,1,1,1,pass
4001,1,False,1,1,2,1,1,pass
4002,1,False,28,20,48,1,1,pass
4007,1,False,92,0,92,2,1,pass
4008,1,False,144,160,304,7,2,pass
4009,1,False,20,4,24,3,1,pass
4010,1,False,108,15,123,7,2,pass
4011,1,False,4,5,9,1,1,pass
4012,1,False,4,19,23,1,1,fail
4013,1,False,23,33,56,4,1,fail
4015,1,False,186,16,202,7,3,fail
4016,1,True,1,1,2,1,1,pass
4017,1,True,42,0,42,3,2,pass
4018,1,True,1,1,2,1,1,pass
4019,1,True,38,2,40,3,1,pass
4020,1,True,1,1,2,1,1,pass
4021,1,True,10,0,10,1,1,fail
4022,1,True,12,6,18,1,1,pass
4023,1,True,6,1,7,1,1,pass
4024,1,True,4,4,8,2,1,pass
4025,1,False,26,9,35,2,1,pass
4026,2,False,177,128,305,11,5,pass
4027,1,False,159,125,284,8,4,pass
4028,1,False,4,4,8,1,1,pass
4029,1,False,7,6,13,2,1,fail
4030,1,True,16,2,18,2,1,pass
4031,1,True,2,1,3,1,1,pass
4032,1,False,1,1,2,1,1,fail
4033,1,False,2,2,4,2,2,pass
4035,2,False,827,208,1035,60,10,pass
4036,1,False,5,4,9,3,3,pass
4037,1,False,97,64,161,2,2,pass
4038,1,False,202,4,206,29,7,pass
4039,1,False,13,5,18,3,1,pass
4040,1,False,136,103,239,7,2,fail
4041,1,False,110,1,111,7,4,pass
4042,1,False,30,1,31,3,2,pass
4043,1,False,44,3,47,5,2,pass
4044,1,False,128,2,130,6,3,pass
4045,1,True,1606,167,1773,32,3,pass
4046,1,True,14,0,14,1,1,pass
4047,1,True,1,1,2,1,1,pass
4048,1,True,1,1,2,1,1,pass
4049,1,True,1,1,2,1,1,pass
4050,1,True,3,2,5,1,1,fail
4051,1,True,4,3,7,1,1,fail
4052,1,True,2,2,4,1,1,fail
4053,1,True,1,1,2,1,1,pass
4054,1,False,1,1,2,1,1,pass
4056,1,True,771,794,1565,70,4,pass
4057,1,False,2,2,4,2,2,fail
4058,1,False,79,1,80,3,1,fail
4059,1,False,2,2,4,2,2,pass
4060,1,False,14,1,15,1,1,pass
4061,1,True,474,27,501,5,2,pass
4062,1,True,684,2,686,10,2,pass
4063,2,False,1182,187,1369,50,8,pass
4064,1,False,7,1,8,1,1,pass
4065,1,False,132,15,147,10,5,fail
4066,1,True,1,1,2,1,1,pass
4067,1,False,5,4,9,3,3,pass
4068,1,False,1,1,2,1,1,pass
