,num_parent_commits,merged_from_pull,lines_added,lines_deleted,lines_total,files_total,num_unique_file_formats,combined
23578,1,False,36,0,36,2,1,pass
23579,1,False,4,0,4,1,1,pass
23581,2,False,109,1,110,3,3,pass
23583,2,True,107,1,108,2,2,pass
23584,1,True,106,0,106,1,1,fail
23585,1,True,1,1,2,1,1,pass
23586,1,False,2,0,2,1,1,pass
23587,1,False,4,1,5,1,1,fail
23588,1,False,2,2,4,1,1,fail
23589,1,False,1,1,2,1,1,fail
23590,2,False,54,19,73,7,5,fail
23592,1,False,31,18,49,5,3,fail
23593,2,True,23,1,24,2,2,fail
23594,1,True,1,1,2,1,1,fail
23595,1,False,2,2,4,1,1,fail
23596,1,False,1,1,2,1,1,fail
23597,1,False,1,0,1,1,1,pass
23598,1,True,1,1,2,1,1,pass
23599,1,True,1,1,2,1,1,pass
23600,1,True,22,0,22,1,1,pass
23601,2,False,39,18,57,2,1,pass
23603,1,False,19,0,19,1,1,pass
23604,2,False,2,2,4,1,1,pass
23606,1,False,2,2,4,1,1,fail
23607,1,False,1,1,2,1,1,fail
23609,1,False,109,184,293,1,1,pass
23610,1,False,184,109,293,1,1,pass
23611,2,True,3076612,48436,3125048,300,13,pass
23612,2,True,1,1,2,1,1,pass
23613,1,True,15,40,55,9,2,fail
23614,1,True,2,2,4,1,1,fail
23615,1,True,2,2,4,1,1,fail
23616,2,True,7,6,13,4,3,fail
23618,1,False,5,3,8,1,1,pass
23619,1,True,3,3,6,1,1,pass
23620,1,True,1,2,3,2,1,fail
23623,2,True,159,84,243,25,5,fail
23625,1,True,94,24,118,5,2,fail
23626,1,False,5,0,5,1,1,pass
23627,1,True,65,60,125,21,5,fail
23628,1,False,5,0,5,1,1,pass
23629,1,False,1,1,2,1,1,pass
23630,2,True,0,0,0,0,0,pass
23631,2,True,490,188,678,32,3,pass
23633,1,True,6,7,13,1,1,pass
23634,1,True,41,38,79,16,2,fail
23635,1,True,15,21,36,14,1,fail
23636,1,True,0,8,8,3,2,fail
23637,1,True,158,31,189,6,2,fail
23639,1,True,136,84,220,6,1,fail
23642,1,True,47,46,93,2,2,fail
23643,1,True,9,10,19,1,1,fail
23644,1,True,0,0,0,1,1,fail
23646,2,True,141,109,250,15,3,fail
23650,1,True,22,13,35,6,1,pass
23651,1,True,23,11,34,1,1,pass
23653,2,True,0,2,2,1,1,pass
23656,2,True,99,96,195,18,3,pass
23658,1,True,87,70,157,6,2,pass
23659,1,True,12,26,38,12,1,pass
23660,1,True,2,1,3,1,1,pass
23661,1,True,1,1,2,1,1,pass
23663,1,True,1,1,2,1,1,pass
23665,2,True,119,58,177,6,3,pass
23666,1,True,1,1,2,1,1,fail
23667,2,True,51,8,59,2,1,pass
23669,1,True,51,8,59,2,1,fail
23670,1,True,46,14,60,2,1,fail
23673,1,True,2,2,4,1,1,pass
23675,1,True,19,14,33,1,1,pass
23676,1,True,1,1,2,1,1,pass
23677,1,True,4,4,8,4,1,pass
23678,1,True,5,3,8,1,1,pass
23680,1,True,1,0,1,1,1,pass
23681,1,True,11,6,17,4,2,pass
23682,2,True,25,2,27,4,3,pass
23685,1,True,1,0,1,1,1,fail
23687,1,True,23,1,24,2,1,fail
23688,2,True,5,2,7,3,2,fail
23690,2,True,2,1,3,1,1,fail
23693,2,True,7252,7019,14271,27,6,fail
23695,1,True,1,1,2,1,1,pass
23698,2,True,4,2,6,1,1,fail
23701,2,True,6736,6669,13405,9,2,fail
23703,1,True,317,314,631,1,1,fail
23704,1,True,5037,5033,10070,1,1,fail
23705,1,True,8,5,13,2,1,fail
23706,1,True,43,2,45,1,1,fail
23708,1,True,806,803,1609,1,1,fail
23709,1,True,303,300,603,1,1,fail
23710,1,True,40,40,80,1,1,pass
23711,1,True,213,210,423,1,1,pass
23712,2,True,408,315,723,16,4,pass
23714,2,True,143,11,154,7,3,pass
23721,1,True,10,2,12,2,1,pass
23723,1,True,1,1,2,1,1,pass
23724,1,True,1,1,2,1,1,pass
23726,2,True,109,2,111,2,2,pass
23727,1,True,1,1,2,1,1,pass
23728,1,True,5041,0,5041,2,1,pass
23729,1,True,811,0,811,2,1,pass
23730,1,True,310,310,620,1,1,pass
23731,2,True,106,0,106,1,1,pass
23732,1,True,0,0,0,1,1,pass
23734,1,True,106,0,106,1,1,pass
23736,2,True,9,16,25,2,1,pass
23738,2,True,375,175,550,13,6,pass
23740,1,True,2,0,2,1,1,pass
23743,1,True,2,2,4,1,1,pass
23744,1,True,4,4,8,1,1,pass
23745,1,True,7,7,14,1,1,pass
23746,1,True,316,107,423,1,1,pass
23753,1,True,14,3,17,1,1,pass
23754,1,True,0,28,28,1,1,pass
23755,1,True,28,0,28,1,1,pass
23756,1,True,23,5,28,4,2,pass
23757,2,True,39,11,50,3,2,pass
23761,1,True,11,9,20,1,1,pass
23762,1,True,2,2,4,1,1,pass
23764,1,True,26,0,26,1,1,pass
23765,1,True,1,1,2,1,1,pass
23766,1,True,1,2,3,1,1,pass
23768,2,True,1409,97,1506,36,6,fail
23771,2,True,106,0,106,1,1,pass
23772,2,True,10,10,20,2,2,fail
23773,1,True,9,9,18,1,1,fail
23774,1,True,1,1,2,1,1,fail
23775,2,True,25,4,29,3,1,fail
23784,1,True,4,0,4,1,1,fail
23786,2,True,619,26,645,11,4,fail
23789,1,True,34,18,52,6,3,pass
23790,1,True,106,0,106,1,1,pass
23791,1,True,568,0,568,4,2,pass
23792,1,True,14,6,20,2,2,pass
23794,1,True,1,0,1,1,1,pass
23801,2,True,29,16,45,3,2,pass
23803,1,True,23,10,33,1,1,pass
23807,2,True,12,23,35,1,1,pass
23809,1,True,12,23,35,1,1,pass
23810,1,True,4,0,4,1,1,fail
23811,2,True,65,73,138,14,5,pass
23812,1,True,1,1,2,1,1,pass
23820,1,True,4,5,9,1,1,pass
23821,2,True,89,79,168,15,4,pass
23823,1,True,0,0,0,3,1,pass
23825,2,True,51,9,60,3,2,pass
23831,1,True,6,4,10,1,1,pass
23837,1,True,682,514,1196,6,2,pass
23840,1,True,0,2,2,1,1,pass
23841,2,True,18,152,170,10,2,pass
23846,2,True,4,1,5,1,1,fail
23850,2,True,488,271,759,26,6,fail
23852,1,True,1,1,2,1,1,fail
23853,1,True,2,0,2,1,1,fail
23854,1,True,1,0,1,1,1,fail
23855,1,True,17,4,21,2,1,fail
23857,1,True,260,159,419,5,2,fail
23859,2,True,2,6,8,2,2,fail
23863,1,True,2,6,8,2,2,fail
23867,2,True,686,2,688,9,2,fail
23869,2,True,686,2,688,9,2,fail
23870,1,True,22,25,47,1,1,fail
23871,2,True,1,2,3,1,1,pass
23873,1,True,26,19,45,1,1,pass
23874,2,True,317,191,508,10,2,pass
23875,1,True,1,2,3,1,1,fail
23876,1,True,1,1,2,1,1,pass
23877,1,True,1,1,2,1,1,fail
23878,1,True,0,2,2,1,1,fail
23879,1,True,39,60,99,15,1,pass
23880,1,True,2,2,4,1,1,fail
23881,1,True,3,4,7,1,1,fail
23882,1,True,12,2,14,1,1,fail
23883,1,True,2,1,3,1,1,fail
23884,1,True,6,1,7,1,1,fail
23885,1,True,5,5,10,1,1,fail
23887,1,True,1,1,2,1,1,fail
23890,1,True,1,1,2,1,1,fail
23891,1,True,3,3,6,1,1,fail
23892,2,True,21739,18775,40514,300,13,fail
23893,2,True,779,373,1152,22,4,pass
23894,1,True,39,20,59,1,1,pass
23896,2,True,682,343,1025,34,7,fail
23900,1,True,20,6,26,2,1,pass
23901,1,True,0,4,4,1,1,pass
23902,2,True,27,16,43,2,1,pass
23904,2,True,392,69,461,15,5,pass
23906,1,True,2,401,403,2,2,pass
23907,1,True,558,2,560,4,3,pass
23910,1,True,95,1,96,1,1,pass
23912,2,True,45,3,48,2,2,pass
23917,1,True,6,3,9,1,1,pass
23919,1,True,23,21,44,2,2,pass
23920,1,True,1,1,2,1,1,pass
23921,1,True,2,4,6,1,1,fail
23923,1,True,26,11,37,7,2,pass
23924,2,True,285,257,542,9,3,fail
23930,1,True,249,1,250,4,3,pass
23934,1,True,48,6,54,3,2,pass
23942,2,True,168,156,324,9,4,pass
23948,2,True,168,156,324,9,4,pass
23949,1,True,16,0,16,3,2,pass
23951,1,True,2,1,3,1,1,pass
23955,1,True,1,1,2,1,1,pass
23957,1,True,2,2,4,2,2,pass
23962,2,True,2032,3275,5307,73,4,pass
23963,1,True,2,3,5,1,1,fail
23964,2,True,3079,3661,6740,111,8,fail
23965,2,True,2005,3334,5339,71,4,pass
23966,1,True,233,261,494,14,2,pass
23968,1,True,59,67,126,1,1,pass
23969,1,True,195,230,425,8,1,fail
23973,1,True,0,144,144,2,2,pass
23974,1,True,4,2,6,1,1,pass
23975,1,True,384,237,621,7,2,fail
23979,1,True,52,51,103,3,1,pass
23985,1,True,20,0,20,1,1,pass
23987,2,True,1661,3284,4945,78,8,pass
23988,1,True,2,2,4,1,1,pass
23989,1,True,11,11,22,7,1,pass
23990,1,True,10,5,15,2,1,fail
23991,2,True,1576,1402,2978,42,5,pass
23996,1,True,118,8,126,3,2,pass
23998,1,True,157,0,157,1,1,pass
24003,1,True,129,59,188,3,1,pass
24004,1,True,1,1,2,1,1,pass
24005,2,True,38,1852,1890,24,3,pass
24006,1,True,3,3,6,3,2,pass
24007,1,True,31,3,34,4,3,pass
24008,1,True,4,4,8,1,1,pass
24009,1,True,71,90,161,2,1,pass
24011,1,True,4,5,9,1,1,pass
24012,1,True,65,16,81,4,2,pass
24013,1,True,103,87,190,1,1,pass
24016,1,True,10,12,22,1,1,pass
24020,1,True,41,33,74,2,1,pass
24021,1,True,7,0,7,1,1,pass
24022,1,True,55,3,58,3,2,pass
24024,1,True,0,22,22,1,1,pass
24035,1,True,74,36,110,2,1,pass
24040,1,True,0,1,1,1,1,pass
24043,1,True,1,0,1,1,1,pass
24045,1,True,5,0,5,5,1,pass
24047,1,True,5,5,10,1,1,pass
24048,1,True,35,112,147,11,3,pass
24049,2,True,24,23,47,4,3,pass
24050,2,True,2983,482,3465,86,8,pass
24051,1,True,44,12,56,1,1,pass
24053,2,True,16,3,19,2,1,pass
24054,1,True,16,3,19,2,1,pass
24055,2,True,33,9,42,3,2,pass
24056,2,True,28,4,32,2,2,pass
24057,1,True,27,3,30,2,2,pass
24058,1,True,1,1,2,1,1,pass
24059,1,True,10,3,13,2,2,fail
24060,1,True,2,2,4,1,1,fail
24061,1,True,10,19,29,1,1,fail
24063,1,True,1,1,2,1,1,fail
24065,2,True,1,2,3,1,1,fail
24066,2,True,1326,259,1585,31,5,fail
24067,1,True,96,78,174,1,1,fail
24070,2,True,1326,259,1585,31,5,fail
24072,1,True,2,0,2,2,1,fail
24073,1,True,31,0,31,1,1,fail
24074,1,True,78,0,78,2,1,fail
24076,1,True,1,4,5,1,1,fail
24077,1,True,26,0,26,1,1,fail
24083,1,True,14,0,14,2,2,fail
24084,1,True,3,3,6,1,1,fail
24085,1,False,15,16,31,1,1,pass
24086,1,True,15,16,31,1,1,fail
24090,2,True,184,25,209,10,1,fail
24091,1,True,961,5,966,10,1,fail
24092,1,True,1,1,2,1,1,fail
24093,1,True,1,1,2,1,1,fail
24094,1,True,32,36,68,4,1,fail
24096,1,False,4,4,8,1,1,pass
24097,1,False,1,1,2,1,1,pass
24099,1,False,51,22,73,1,1,pass
24103,2,True,866,1141,2007,11,4,pass
24106,1,True,4,4,8,2,2,pass
24116,2,True,37,2,39,3,1,pass
24119,1,True,36,0,36,2,1,pass
24121,2,True,692,692,1384,1,1,pass
24123,1,True,692,692,1384,1,1,pass
24124,2,True,1103,0,1103,1,1,pass
24127,1,True,1103,0,1103,1,1,pass
24128,2,True,59161,12030,71191,300,20,pass
24129,1,False,33,0,33,1,1,pass
24130,2,True,843,0,843,7,1,pass
24131,2,True,116,0,116,4,2,pass
24132,2,True,85,70,155,10,4,pass
24133,2,True,166,14,180,4,4,pass
24134,2,True,16,3,19,2,1,pass
24135,2,True,12,0,12,1,1,pass
24136,1,True,12,0,12,1,1,pass
24137,1,True,6,3,9,1,1,pass
24138,1,True,19,0,19,1,1,pass
24142,2,True,5,5,10,1,1,pass
24143,2,True,106,0,106,1,1,pass
24144,1,True,106,0,106,1,1,pass
24145,1,True,5,5,10,1,1,fail
24146,1,True,16,3,19,2,1,pass
24147,1,True,23,0,23,1,1,pass
24149,1,True,116,0,116,4,2,pass
24150,1,True,23,1,24,2,2,pass
24151,2,True,40,22,62,4,3,pass
24155,1,True,1,1,2,1,1,pass
24163,1,True,11,14,25,1,1,pass
24164,2,True,167,16,183,4,4,pass
24165,1,True,34,22,56,3,3,pass
24167,1,True,1,1,2,1,1,pass
24169,1,True,3,4,7,1,1,fail
24170,1,True,2,2,4,1,1,fail
24171,1,True,17,20,37,1,1,fail
24172,1,True,19,7,26,1,1,pass
24173,1,True,19,7,26,1,1,pass
24174,1,True,146,9,155,3,3,pass
24175,1,True,39,8,47,2,2,pass
24176,2,True,108,2,110,2,1,pass
24182,1,True,106,0,106,1,1,pass
24183,1,True,2,2,4,1,1,pass
24186,1,True,112,0,112,2,2,pass
24187,2,True,123,190,313,6,4,pass
24188,1,True,6,15,21,1,1,fail
24190,1,True,7,0,7,1,1,pass
24192,1,True,16,16,32,1,1,fail
24193,1,True,16,63,79,1,1,fail
24194,1,True,53,62,115,2,2,fail
24195,2,True,108,2,110,2,2,pass
24200,1,True,106,0,106,1,1,pass
24201,2,True,2119,453,2572,84,8,pass
24203,1,False,2,0,2,1,1,pass
24204,1,False,106,0,106,1,1,pass
24205,1,False,106,0,106,1,1,pass
24206,1,False,1,1,2,1,1,pass
24207,1,False,4,4,8,1,1,pass
24208,1,False,106,0,106,1,1,pass
24209,1,False,1,1,2,1,1,pass
24210,2,True,241,1,242,5,2,pass
24211,1,True,6,0,6,1,1,fail
24212,1,True,9,2,11,1,1,pass
24214,1,True,24,4,28,1,1,pass
24216,2,True,71,86,157,6,4,pass
24226,2,True,64,64,128,2,2,pass
24227,1,True,7,22,29,4,2,pass
24228,1,True,19,3,22,1,1,pass
24230,2,True,1,1,2,1,1,pass
24231,1,True,63,63,126,1,1,pass
24233,1,True,33,0,33,2,2,pass
24234,1,True,17,0,17,1,1,pass
24235,2,True,33,42,75,7,3,pass
24236,2,True,3,3,6,2,2,pass
24237,1,True,3,3,6,2,2,pass
24239,1,True,24,24,48,1,1,fail
24241,1,True,4,0,4,1,1,fail
24242,1,True,2,2,4,1,1,fail
24243,1,True,1,1,2,1,1,fail
24249,1,True,0,1,1,1,1,fail
24251,2,True,95,28,123,3,3,pass
24252,1,True,1,1,2,1,1,fail
24253,1,True,1,1,2,1,1,fail
24255,1,True,13,16,29,1,1,fail
24256,2,True,2318,778,3096,78,6,fail
24260,2,True,21,6,27,4,1,pass
24261,2,True,12,7,19,1,1,pass
24262,2,True,107,0,107,2,1,pass
24264,1,True,21,6,27,4,1,pass
24265,1,True,6,8,14,1,1,pass
24266,1,True,14,7,21,1,1,pass
24267,1,True,34,0,34,1,1,pass
24268,1,True,1,0,1,1,1,pass
24269,2,True,106,0,106,1,1,pass
24270,1,True,239,0,239,3,1,pass
24272,1,True,10,0,10,1,1,pass
24273,1,True,32,9,41,2,1,pass
24274,1,True,44,1,45,2,2,pass
24275,1,True,31,1,32,2,1,pass
24276,1,True,50,6,56,4,1,pass
24278,1,True,12,12,24,2,1,pass
24279,1,True,9,1,10,1,1,pass
24283,1,True,106,0,106,1,1,pass
24284,2,True,302,7,309,9,3,pass
24285,1,True,1,0,1,1,1,pass
24286,1,True,106,0,106,1,1,pass
24287,1,True,1,1,2,1,1,pass
24288,1,True,25,6,31,1,1,fail
24290,1,True,21,2,23,3,2,pass
24292,1,True,16,0,16,1,1,pass
24293,1,True,0,1,1,1,1,pass
24295,1,True,2,2,4,1,1,pass
24297,2,True,126,1,127,3,1,pass
24298,2,True,4,5,9,1,1,pass
24299,2,True,1,1,2,1,1,fail
24301,1,True,1,1,2,1,1,pass
24302,1,True,2,4,6,1,1,fail
24303,1,True,126,1,127,3,1,fail
24304,1,True,2,2,4,1,1,fail
24307,1,True,2,2,4,1,1,fail
24308,1,True,1,1,2,1,1,pass
24310,2,True,1142,175,1317,23,4,pass
24311,2,True,106,159,265,27,3,pass
24312,1,True,54,54,108,17,1,pass
24313,2,True,7,4,11,1,1,pass
24314,1,True,4,17,21,1,1,pass
24315,1,True,1,1,2,1,1,pass
24317,1,True,13,0,13,1,1,pass
24322,2,True,87,22,109,11,3,fail
24323,2,True,34,19,53,7,2,fail
24324,2,True,12,12,24,2,1,pass
24325,1,True,12,12,24,2,1,pass
24326,1,True,3,2,5,1,1,pass
24327,2,True,84,20,104,10,3,fail
24329,1,True,1,1,2,1,1,fail
24331,1,True,2,0,2,1,1,fail
24333,1,True,2,1,3,1,1,fail
24336,2,True,53,4,57,5,3,fail
24341,1,True,16,23,39,10,2,fail
24342,1,True,15,19,34,2,1,fail
24345,1,True,5,3,8,1,1,fail
24347,2,True,56,6,62,3,1,fail
24348,2,True,1,1,2,1,1,fail
24350,2,True,8,1,9,1,1,fail
24352,1,True,8,1,9,1,1,fail
24353,1,True,7,6,13,1,1,fail
24354,1,True,21,15,36,1,1,fail
24355,1,True,50,0,50,1,1,fail
24356,2,True,333,97,430,21,3,fail
24357,1,True,1,1,2,1,1,fail
24359,1,True,7,4,11,1,1,pass
24361,2,True,724,403,1127,20,5,pass
24362,1,True,289,0,289,5,3,fail
24370,2,True,29,8,37,1,1,pass
24374,1,True,3,1,4,1,1,fail
24375,1,True,0,1,1,1,1,pass
24376,1,True,30,8,38,1,1,pass
24377,2,True,724,403,1127,20,5,fail
24378,1,True,8,0,8,3,2,pass
24382,1,True,20,2,22,2,2,pass
24383,2,True,79,3,82,3,2,pass
24384,2,True,121,10,131,8,3,pass
24385,2,True,24,15,39,3,2,pass
24387,1,True,3,2,5,1,1,pass
24388,2,True,215,31,246,5,1,pass
24389,1,True,68,0,68,1,1,fail
24392,1,True,1,0,1,1,1,pass
24393,1,True,1,1,2,1,1,fail
24394,1,True,2,0,2,1,1,fail
24402,1,True,4,4,8,1,1,fail
24403,1,True,1,1,2,1,1,fail
24404,1,True,4,4,8,1,1,fail
24405,1,True,2,1,3,1,1,fail
24406,1,True,22,24,46,1,1,fail
24407,1,True,2,2,4,1,1,fail
24408,1,True,50,0,50,1,1,fail
24411,1,True,2,36,38,1,1,fail
24413,2,True,187,51,238,7,4,fail
24414,1,True,2,2,4,1,1,fail
24415,2,True,152,39,191,4,3,pass
24416,1,True,7,0,7,1,1,fail
24418,1,True,5,5,10,1,1,fail
24419,1,True,10,0,10,1,1,fail
24420,1,True,51,142,193,1,1,pass
24422,1,True,0,17,17,1,1,pass
24423,1,True,20,2,22,2,2,pass
24424,1,True,14,0,14,1,1,pass
24425,1,True,216,13,229,1,1,pass
24426,1,True,8,7,15,1,1,pass
24427,1,True,84,43,127,2,1,pass
24428,1,True,23,1,24,3,2,pass
24429,1,True,43,0,43,2,1,pass
24430,1,True,2,1,3,1,1,pass
24431,1,True,3,2,5,1,1,pass
24435,1,True,0,1,1,1,1,pass
24436,1,True,24,2,26,1,1,pass
24437,1,True,4,4,8,1,1,pass
24438,1,True,2,1,3,1,1,pass
24440,1,True,2,2,4,1,1,pass
24441,2,True,3,3,6,1,1,pass
24442,1,False,1,0,1,1,1,pass
24443,1,True,13,11,24,1,1,pass
24447,1,True,3,3,6,1,1,pass
24448,1,True,3,3,6,1,1,pass
24450,1,True,3,0,3,1,1,fail
24454,2,True,106,0,106,1,1,pass
24455,1,True,16,15,31,1,1,pass
24456,1,True,24,15,39,3,2,pass
24457,1,True,106,0,106,1,1,pass
24458,1,False,7,0,7,1,1,pass
24459,2,True,49,9,58,3,1,pass
24460,2,True,9,9,18,4,1,pass
24462,1,True,17,0,17,1,1,pass
24465,2,True,10426,10360,20786,300,18,pass
24468,1,True,1,1,2,1,1,fail
24472,1,True,1,1,2,1,1,pass
24473,1,True,1,1,2,1,1,pass
24474,1,True,1,1,2,1,1,pass
24475,1,True,3,2,5,1,1,pass
24476,1,True,2,2,4,1,1,pass
24477,1,True,5,4,9,1,1,pass
24478,1,True,1,3,4,1,1,pass
24479,1,True,11,0,11,1,1,pass
24480,1,True,2,2,4,1,1,pass
24481,2,True,3,3,6,1,1,pass
24483,1,True,3,3,6,1,1,fail
24484,1,True,1,1,2,1,1,fail
24485,1,True,1,1,2,1,1,fail
24488,2,True,8933,9422,18355,263,13,fail
24492,2,True,8933,9422,18355,263,13,pass
24493,2,True,3,3,6,1,1,pass
24494,1,True,3,3,6,3,1,pass
24495,1,True,3,3,6,1,1,pass
24496,1,True,2,2,4,1,1,pass
24497,1,True,6,2,8,2,2,pass
24498,1,True,53,0,53,1,1,pass
24501,1,True,32,13,45,1,1,pass
24503,1,True,5,2,7,2,1,pass
24504,1,True,1,1,2,1,1,pass
24505,1,True,1,1,2,1,1,fail
24506,1,True,1,0,1,1,1,fail
24510,1,True,393,381,774,6,2,pass
24511,1,True,10,4,14,3,2,pass
24512,1,True,7,12,19,1,1,fail
24514,1,True,0,1,1,1,1,pass
24515,2,True,25,11,36,4,1,fail
24519,1,True,1,1,2,1,1,pass
24520,1,True,1,1,2,1,1,pass
24521,1,True,1,1,2,1,1,pass
24522,1,True,3,2,5,1,1,pass
24523,1,True,623,0,623,1,1,pass
24533,1,True,4,4,8,1,1,fail
24534,1,True,6,8,14,1,1,fail
24536,1,True,41,8,49,1,1,fail
24539,1,True,3,3,6,1,1,pass
24540,1,True,1,1,2,1,1,pass
24541,1,True,16,8,24,1,1,pass
24542,1,True,10,7,17,1,1,pass
24543,1,True,1,1,2,1,1,pass
24544,2,True,54,324,378,4,2,pass
24546,1,True,30,322,352,2,1,fail
24547,2,True,109,8,117,7,2,fail
24549,1,True,1,1,2,1,1,pass
24550,2,True,8,3,11,2,1,pass
24553,1,True,3,1,4,1,1,pass
24554,1,True,1,303,304,2,2,pass
24555,1,True,5,2,7,1,1,pass
24557,2,True,3,0,3,1,1,pass
24558,1,True,3,3,6,1,1,pass
24559,1,True,1,1,2,1,1,pass
24560,1,True,1,1,2,1,1,pass
24562,1,True,2,2,4,1,1,pass
24563,1,True,1,1,2,1,1,pass
24568,2,True,4,4,8,3,1,pass
24569,1,True,2,2,4,1,1,pass
24572,2,True,240,1,241,7,1,pass
24573,2,True,95,72,167,3,2,pass
24574,1,True,1,0,1,1,1,pass
24575,1,True,1,1,2,1,1,pass
24576,1,True,1,1,2,1,1,fail
24577,1,True,3,2,5,1,1,pass
24580,1,True,2,2,4,2,2,pass
24581,2,True,287,196,483,21,6,pass
24582,2,True,199,194,393,15,5,pass
24583,1,True,1,0,1,1,1,fail
24585,1,True,43,0,43,2,1,fail
24586,1,True,4,0,4,1,1,fail
24587,1,True,38,0,38,2,1,fail
24590,1,True,1,1,2,1,1,fail
24591,1,True,6,4,10,1,1,fail
24592,2,True,14,5,19,1,1,pass
24593,1,True,3,0,3,1,1,pass
24594,2,True,263,2,265,8,1,pass
24597,1,True,0,1,1,1,1,fail
24598,2,True,60,11,71,4,4,fail
24600,1,True,1,1,2,1,1,fail
24601,1,True,1,1,2,1,1,fail
24602,1,True,0,1,1,1,1,fail
24603,1,True,0,1,1,1,1,fail
24604,1,True,1,0,1,1,1,fail
24605,1,True,1,1,2,1,1,fail
24609,1,True,3,0,3,1,1,fail
24610,1,True,3,0,3,1,1,fail
24611,1,True,5,2,7,1,1,fail
24612,1,True,1,0,1,1,1,fail
24615,1,True,14,5,19,1,1,pass
24616,1,True,20,5,25,1,1,fail
24617,1,True,25,25,50,1,1,fail
24618,2,True,107,89,196,6,2,fail
24620,2,True,1,1,2,1,1,pass
24626,1,True,2,0,2,1,1,fail
24627,2,True,102,85,187,6,2,fail
24628,1,True,0,1,1,1,1,fail
24630,1,True,1,0,1,1,1,fail
24638,2,True,8,4,12,1,1,pass
24639,2,True,3,1,4,1,1,pass
24640,1,True,1,1,2,1,1,pass
24641,1,True,9,5,14,1,1,pass
24642,1,True,1,1,2,1,1,pass
24643,1,True,3,1,4,1,1,pass
24647,1,True,19,0,19,2,1,pass
24648,1,True,27,13,40,1,1,fail
24653,2,True,2,2,4,1,1,pass
24654,1,True,1,1,2,1,1,pass
24655,1,True,0,0,0,1,1,fail
24661,1,True,2,39,41,2,1,pass
24663,1,True,2,2,4,1,1,pass
24664,1,True,2,0,2,1,1,pass
24665,1,True,3,2,5,1,1,fail
24667,2,True,2,0,2,1,1,pass
24668,1,True,1,1,2,1,1,pass
24670,1,True,3,1,4,1,1,fail
24676,1,True,1,1,2,1,1,fail
24678,1,True,1,1,2,1,1,fail
24679,1,True,2,2,4,1,1,fail
24683,2,True,43,25,68,7,2,fail
24689,1,True,40,20,60,4,1,pass
24690,1,True,3,5,8,3,2,pass
24697,1,True,1,1,2,1,1,pass
24698,1,True,5,3,8,1,1,fail
24699,1,True,11,2,13,2,2,fail
24700,1,True,1,0,1,1,1,fail
24701,1,True,10,0,10,1,1,fail
24702,1,True,1,1,2,1,1,fail
24703,1,True,1,1,2,1,1,fail
24704,1,True,1,0,1,1,1,fail
24705,1,True,3,3,6,2,2,fail
24706,1,True,1,0,1,1,1,fail
24707,1,True,1,0,1,1,1,fail
24708,1,True,1,1,2,1,1,fail
24709,1,True,52,0,52,1,1,fail
24710,2,True,82,114,196,2,2,pass
24715,1,False,2,2,4,1,1,pass
24717,2,False,1,0,1,1,1,pass
24720,2,False,138,90,228,14,4,fail
24721,2,False,1,1,2,1,1,fail
24727,2,True,1,1,2,1,1,pass
24730,1,False,1,1,2,1,1,pass
24731,1,True,1,1,2,1,1,pass
24732,1,True,1,1,2,1,1,fail
24733,1,True,4,0,4,1,1,fail
24734,1,True,8,7,15,1,1,fail
24735,1,True,1,1,2,1,1,fail
24736,1,True,18,0,18,2,1,fail
24737,2,True,43967,458,44425,108,11,pass
24738,2,True,31,1,32,2,2,pass
24739,1,False,0,1,1,1,1,pass
24742,1,False,1,0,1,1,1,pass
24745,2,False,15,21,36,3,2,pass
24746,1,False,14,16,30,3,2,pass
24751,1,False,1,1,2,1,1,pass
24752,1,False,2,2,4,1,1,pass
24753,1,False,1,1,2,1,1,pass
24754,1,False,3,3,6,2,2,fail
24755,2,True,42,1,43,2,2,fail
24756,1,False,1,1,2,1,1,fail
24757,1,True,1,1,2,1,1,fail
24758,2,True,120,0,120,4,2,pass
24759,1,False,1,3,4,2,2,fail
24760,1,False,0,1,1,1,1,pass
24761,1,False,3,2,5,2,2,fail
24762,1,False,6,5,11,1,1,pass
24766,2,False,207,29,236,4,2,fail
24768,1,True,9,2,11,1,1,pass
24774,1,True,113,0,113,4,2,pass
24777,1,False,3,1,4,1,1,fail
24781,2,False,41879,16,41895,15,2,pass
24784,1,True,22,28,50,1,1,fail
24788,1,False,1,1,2,1,1,pass
24789,1,False,10,12,22,1,1,fail
24790,1,True,48,1,49,2,2,pass
24791,1,True,13,4,17,2,1,pass
24792,1,False,2,2,4,1,1,fail
24793,2,True,41867,2,41869,13,1,pass
24794,1,False,1,1,2,1,1,pass
24796,2,True,23,5,28,1,1,pass
24797,1,False,1,1,2,1,1,pass
24802,1,False,8,2,10,1,1,pass
24803,2,True,340,85,425,25,5,pass
24804,1,False,2,0,2,1,1,pass
24805,1,True,31,1,32,2,2,pass
24807,1,False,19,18,37,1,1,pass
24809,1,False,2,1,3,1,1,pass
24810,2,False,75,6,81,6,2,fail
24812,1,False,4,1,5,1,1,fail
24813,1,False,4,1,5,1,1,fail
24815,2,False,60,19,79,4,3,fail
24817,1,True,1,0,1,1,1,pass
24818,2,False,10,7,17,4,2,fail
24824,1,False,4,1,5,1,1,fail
24825,2,False,6,6,12,3,2,fail
24827,1,True,30,7,37,2,1,fail
24831,1,False,13,0,13,1,1,pass
24834,1,False,6,6,12,3,2,fail
